gene,HiC_1,HiC_2,HiC_3,HiC_4,HiC_5
DIO2,-0.012629227,-0.01186171,-0.013988891,-0.012839859,-0.015089484
DIO3,-0.012635448,-0.011776027,-0.014053362,-0.011848787,-0.016103482
DIS3,-0.012636101,-0.011771901,-0.014055324,-0.011782123,-0.01621427
DIS3L,-0.01263539,-0.011775819,-0.014053609,-0.011845625,-0.016105592
DISC1,-0.01263524,-0.011776285,-0.014053809,-0.011835641,-0.016098939
DISP1,-0.012635293,-0.011776077,-0.014053688,-0.011838995,-0.016101623
DISP3,-0.012635389,-0.011775807,-0.014053624,-0.011845237,-0.016105479
DKC1,-0.007228179,-0.011777805,-0.014048943,-0.011870906,-0.016081978
DKK1,-0.012605246,-0.011901314,-0.014119604,-0.011877408,0.1680597
DLAT,-0.012628207,-0.011796386,0.017610842,-0.01209784,-0.015876234
DLC1,-0.012596292,-0.011520111,-0.014884516,-0.014653943,-0.017447112
DLD,-0.012636447,-0.0117736105,-0.014046147,-0.011856256,-0.016197084
DLG1,-0.012632732,-0.011785692,-0.014059486,-0.011850676,-0.016027514
DLG2,-0.01338092,-0.008767857,100.92638,0.00014479534,-0.048038647
DLG3,0.014607184,-0.011783827,-0.014036767,-0.011943258,-0.016018467
DLG4,-0.012635481,-0.011777534,-0.014057318,-0.011844166,-0.016103903
DLGAP2,-0.015341577,-0.0017340026,-0.033687223,0.082168475,-0.18915878
DLGAP3,-0.012635379,-0.011775596,-0.014053757,-0.011844562,-0.016104523
DLGAP4,-0.012635381,-0.0117758745,-0.0140534695,-0.011846412,-0.016105669
DLGAP5,-0.012635598,-0.011777672,-0.0140517885,-0.011870619,-0.016085345
DLK1,-0.01263546,-0.011775849,-0.0140534965,-0.011846717,-0.016105592
DLL1,-0.012636574,-0.0117692705,-0.014053952,-0.011779866,-0.016254276
DLL4,-0.01263539,-0.011775819,-0.014053609,-0.011845626,-0.01610559
DLST,-0.012635693,-0.011775942,-0.01405313,-0.0118502835,-0.016105669
DLX1,-0.012635323,-0.011775411,-0.014052746,-0.011846705,-0.016102117
DLX3,-0.012635432,-0.011776619,-0.014055339,-0.011844943,-0.01610481
DLX6,-0.012636364,-0.011777128,-0.014038301,-0.011920791,-0.016181096
DMAC2L,-0.01263552,-0.011776426,-0.014052936,-0.011854452,-0.016099267
DMAP1,-0.01263539,-0.011775806,-0.014053619,-0.011845528,-0.016105536
DMBT1,-0.012632663,-0.011787923,-0.014055599,-0.011883883,-0.0014262185
DMC1,-0.012635387,-0.011775884,-0.014053562,-0.0118458625,-0.016105548
DMD,100.694824,-0.009758388,-0.016021818,0.015048069,-0.032416854
DMGDH,-0.012629771,-0.011740424,-0.014017945,-0.011834915,-0.016561177
DMP1,-0.012636635,-0.0117716575,-0.014056491,-0.011798998,-0.016167106
DMPK,-0.012635391,-0.011775818,-0.014053608,-0.011845626,-0.01610559
DMTN,-0.012635577,-0.011774944,-0.014055874,-0.011840147,-0.016120087
DMXL2,-0.012635391,-0.011775822,-0.0140536195,-0.011845607,-0.016105605
DNA2,-0.012618656,-0.011851604,-0.0140664,-0.012148653,0.06222342
DNAAF1,-0.012634467,-0.01175246,-0.014020649,-0.00041665536,-0.01633327
DNAAF2,-0.012635545,-0.011775599,-0.014053601,-0.011844528,-0.016108884
DNAAF4,-0.012635391,-0.0117758205,-0.014053613,-0.011845615,-0.016105607
DNAH1,-0.012633839,-0.011781565,-0.014057405,-0.01185285,-0.01608165
DNAH10,-0.012635391,-0.011775841,-0.014053596,-0.011845727,-0.016105369
DNAH11,-0.012647053,-0.011731325,-0.013994682,-0.011706197,-0.017158689
DNAH12,-0.012624669,-0.011815102,-0.014083567,-0.011879568,-0.015912194
DNAH14,-0.0126350755,-0.011776587,-0.0140535245,-0.011825999,-0.01609393
DNAH17,-0.012635518,-0.011778214,-0.01405881,-0.01184355,-0.016103355
DNAH2,-0.012635736,-0.011782359,-0.014067739,-0.011840067,-0.016099127
DNAH3,-0.012631276,-0.011801099,-0.014021693,0.26450297,-0.017330045
DNAH6,-0.012636199,-0.01176922,-0.0140535515,-0.011826039,-0.016137099
DNAH7,-0.012631747,-0.011777218,-0.014015478,-0.011963102,-0.01578791
DNAH8,-0.012637868,-0.011762102,-0.014054407,-0.01170826,-0.01641597
DNAH9,-0.012637597,-0.011817617,-0.014143861,-0.011810189,-0.016063958
DNAI1,-0.0126353,0.0053624134,-0.014053668,-0.011843711,-0.01610816
DNAI2,-0.012635436,-0.0117766755,-0.014055474,-0.011844878,-0.016104814
DNAJA1,-0.012635288,0.0076799863,-0.014053675,-0.011843453,-0.016108505
DNAJA2,-0.012635236,-0.011774524,-0.014050303,-0.005205789,-0.016149191
DNAJA3,-0.01263455,-0.011781368,-0.014047552,0.04509634,-0.01635501
DNAJA4,-0.01263539,-0.011775819,-0.014053609,-0.011845625,-0.01610559
DNAJB1,-0.01263539,-0.011775819,-0.014053609,-0.011845625,-0.01610559
DNAJB11,-0.012635047,-0.011777078,-0.014054353,-0.011844872,-0.01609124
DNAJB12,-0.0126315225,-0.011792199,-0.014058778,-0.011857287,0.011837285
DNAJB2,-0.012635198,-0.011775393,-0.01405139,-0.011849285,-0.016096622
DNAJB4,-0.012635377,-0.0117752915,-0.014053921,-0.011844012,-0.01610353
DNAJB5,-0.012635359,-0.0058596088,-0.014053629,-0.011844966,-0.016106477
DNAJB6,-0.012750831,-0.010725411,-0.014193302,-0.0044131647,-0.027437916
DNAJB9,-0.012637317,-0.011763624,-0.014051569,-0.011763945,-0.016288225
DNAJC1,-0.012625956,-0.011812575,-0.014069042,-0.011677502,0.10223383
DNAJC10,-0.012634792,-0.011775971,-0.014047211,-0.011863396,-0.016059335
DNAJC11,-0.012635386,-0.011775712,-0.014053677,-0.011844994,-0.016105114
DNAJC15,-0.012636243,-0.011771136,-0.014055571,-0.011771536,-0.016233133
DNAJC19,-0.012634508,-0.0117791975,-0.01405466,-0.0118466625,-0.016065305
DNAJC2,-0.012637082,-0.011774524,-0.0140392445,-0.011884929,-0.016248446
DNAJC3,-0.012647313,-0.011710666,-0.014079674,-0.0108367335,-0.01785163
DNAJC4,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
DNAJC5,-0.012635383,-0.011775869,-0.014053484,-0.011846331,-0.016105656
DNAJC6,-0.012635333,-0.011773985,-0.014054664,-0.011840181,-0.016098624
DNAJC7,-0.012635496,-0.011777834,-0.014057965,-0.011843913,-0.016103597
DNAJC8,-0.01263539,-0.011775811,-0.014053613,-0.011845557,-0.016105542
DNAL4,-0.0126353875,-0.011775868,-0.014053571,-0.0118458085,-0.01610556
DNALI1,-0.012635388,-0.011775801,-0.014053618,-0.011845512,-0.01610547
DNASE1L1,-0.012446428,-0.011775921,-0.014053049,-0.011848623,-0.016102126
DNASE2,-0.01263539,-0.011775819,-0.014053609,-0.011845625,-0.01610559
DND1,-0.012634774,-0.011773703,-0.014050196,-0.011844812,-0.01612409
DNER,-0.01263078,-0.011783164,-0.014007792,-0.012026632,-0.015599595
DNLZ,-0.01263539,-0.011659766,-0.014053609,-0.011845614,-0.016105609
DNM1,-0.012635388,-0.011440826,-0.01405361,-0.011845587,-0.016105643
DNM1L,-0.012635398,-0.011775952,-0.014053564,-0.011846488,-0.0161043
DNM2,-0.012635391,-0.011775816,-0.014053606,-0.011845624,-0.016105592
DNM3,-0.012635299,-0.011775453,-0.014054113,-0.0118382415,-0.016100822
DNMBP,-0.01263251,-0.011787744,-0.014056502,-0.0118344305,0.012277942
DNMT1,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
DNMT3A,-0.012635315,-0.011775541,-0.014052475,-0.011847282,-0.016101578
DNMT3B,-0.012635389,-0.011775823,-0.014053597,-0.011845689,-0.016105596
DNMT3L,-0.012635438,-0.011775509,-0.014053218,-0.011846603,-0.016113624
DNTT,-0.012634459,-0.011778789,-0.014055183,-0.011794046,0.0035138724
DNTTIP1,-0.0126353875,-0.011775837,-0.014053564,-0.011845883,-0.016105615
DNTTIP2,-0.012635393,-0.011775758,-0.014053629,-0.0118454,-0.016105335
DOC2A,-0.012635378,-0.011775847,-0.014053477,-0.011148919,-0.016108956
DOC2B,-0.01263558,-0.011779417,-0.014061384,-0.0118425675,-0.01610203
DOCK1,-0.012615739,-0.011857334,-0.014067932,-0.011784303,0.17674163
DOCK11,0.009846401,-0.0117937075,-0.013994421,-0.012085991,-0.015844522
DOCK3,-0.012561393,-0.01206418,-0.0141611425,-0.012356339,-0.0150167085
DOCK4,-0.012664654,-0.011651806,-0.013930843,-0.011376022,-0.018768579
DOCK5,-0.012638735,-0.011753619,-0.0141099,-0.011768577,-0.016423194
DOCK6,-0.01263539,-0.011775819,-0.014053609,-0.011845626,-0.01610559
DOCK7,-0.012635331,-0.011773948,-0.014054724,-0.011839684,-0.01609821
DOCK8,-0.012631687,0.6873468,-0.014056018,-0.011767494,-0.016210407
DOK1,-0.012635418,-0.011775524,-0.014053442,-0.011844982,-0.016106702
DOK2,-0.012636074,-0.011772624,-0.014060811,-0.011824555,-0.016156485
DOK7,-0.012638296,-0.011765007,-0.014057977,-0.011758647,-0.016243318
DOLK,-0.01263536,-0.0060141813,-0.014053628,-0.011844981,-0.016106455
DOLPP1,-0.012635383,-0.010330955,-0.014053614,-0.011845465,-0.016105806
DOP1A,-0.012635517,-0.011775111,-0.014053665,-0.011838542,-0.016121628
DOP1B,-0.0126356315,-0.011774264,-0.014051646,-0.011850533,-0.016145961
DOT1L,-0.01263539,-0.011775819,-0.014053608,-0.011845627,-0.016105589
DPAGT1,-0.012633978,-0.011778563,-0.004458698,-0.011891015,-0.016078169
DPEP1,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
DPEP2,-0.012635304,-0.01177482,-0.014051433,-0.008518242,-0.016130319
DPF1,-0.012635391,-0.011775817,-0.014053606,-0.011845626,-0.01610559
DPF2,-0.012635367,-0.011775571,-0.004647986,-0.0118369525,-0.016108708
DPH1,-0.012635433,-0.011776629,-0.014055358,-0.01184494,-0.016104786
DPH2,-0.012635389,-0.011775778,-0.014053634,-0.011845495,-0.01610543
DPH3,-0.012635108,-0.011776781,-0.014054809,-0.011844764,-0.01610118
DPM1,-0.012635387,-0.011775843,-0.01405355,-0.011845957,-0.016105622
DPM2,-0.01263539,-0.011669306,-0.014053609,-0.011845615,-0.016105607
DPM3,-0.012635389,-0.011775781,-0.014053631,-0.011845511,-0.016105441
DPP4,-0.012635171,-0.011775502,-0.014051038,-0.011851626,-0.016089298
DPP6,-0.013477024,-0.005573508,-0.0104095815,0.046819452,-0.1189719
DPP7,-0.01263539,-0.011775815,-0.014053608,-0.011845626,-0.01610559
DPP8,-0.012635391,-0.01177582,-0.01405361,-0.011845623,-0.016105596
DPP9,-0.01263539,-0.011775819,-0.014053608,-0.011845627,-0.01610559
DPPA4,-0.012634888,-0.01177766,-0.0140550425,-0.011847468,-0.016097428
DPT,-0.012635386,-0.011775821,-0.014053612,-0.011845301,-0.016105345
DPY30,-0.012635376,-0.011775639,-0.014053232,-0.011845806,-0.016105313
DPYD,-0.012638498,-0.0117703825,-0.014047415,-0.01181967,-0.01606772
DPYS,-0.012636096,-0.011771462,-0.014063831,-0.011827304,-0.016166465
DPYSL2,-0.012638153,-0.011754916,-0.014107113,-0.011791147,-0.01639231
DPYSL3,-0.012633003,-0.011772664,-0.014043328,-0.011874655,-0.016115846
DPYSL4,-0.01263502,-0.011776886,-0.014054599,-0.011817773,-0.0065864767
DPYSL5,-0.012635276,-0.01177574,-0.014052119,-0.011848432,-0.016099459
DR1,-0.012635391,-0.011775792,-0.014053614,-0.011845475,-0.016105434
DRAP1,-0.012634676,-0.01177581,-0.009430535,-0.011861569,-0.016110878
DRAXIN,-0.012635392,-0.011775791,-0.014053629,-0.011845345,-0.01610557
DRD1,-0.012635234,-0.011774874,-0.014052644,-0.011845428,-0.016117621
DRD2,-0.0126069905,-0.011833154,0.080324225,-0.012766446,-0.015529588
DRD3,-0.0126340045,-0.011780897,-0.014057633,-0.011849442,-0.016080508
DRD4,-0.012635086,-0.01177964,-0.013536786,-0.011869344,-0.016055338
DRD5,-0.012639602,-0.011758895,-0.014057226,-0.011744529,-0.016298646
DRG1,-0.012635356,-0.011776463,-0.014053177,-0.011847932,-0.01610508
DRG2,-0.012635483,-0.011777579,-0.014057411,-0.011844132,-0.016103847
DROSHA,-0.012619981,-0.011770342,-0.013994267,-0.012098317,-0.015966466
DSC1,-0.012630146,-0.011795139,-0.014049256,-0.012004614,-0.015888875
DSC2,-0.012631475,-0.011790379,-0.014050465,-0.011964258,-0.01594256
DSC3,-0.012623809,-0.011818352,-0.014043899,-0.012196747,-0.015628215
DSCAM,-0.012749708,-0.011040594,-0.013125684,-0.014165907,-0.035197586
DSCC1,-0.012635359,-0.011775283,-0.014055299,-0.011849152,-0.016110016
DSE,-0.012639119,-0.011755207,-0.014054733,-0.011638473,-0.016574126
DSG1,-0.012627286,-0.011805641,-0.014046858,-0.012091322,-0.015770994
DSG2,-0.012628209,-0.011802284,-0.01404766,-0.012063301,-0.015808756
DSG3,-0.012626655,-0.011807942,-0.014046317,-0.012110449,-0.015745144
DSG4,-0.012629173,-0.011798685,-0.01404842,-0.012034124,-0.015849011
DSN1,-0.01263539,-0.01177582,-0.014053606,-0.011845637,-0.01610559
DSP,-0.012635541,-0.011774989,-0.014053664,-0.011837493,-0.016123956
DST,-0.012637626,-0.011763386,-0.014054455,-0.0117207235,-0.016387008
DSTN,-0.01263539,-0.011775822,-0.014053599,-0.011845674,-0.016105596
DTL,-0.012635366,-0.011775838,-0.014053677,-0.011843543,-0.016104475
DTNA,-0.012530586,-0.012159627,-0.013964871,-0.015023766,-0.01179552
DTNB,-0.012635141,-0.011773669,-0.014049497,-0.011848814,-0.016095351
DTNBP1,-0.012636462,-0.011769902,-0.014053948,-0.011786763,-0.016238617
DTX1,-0.012635391,-0.011775823,-0.014053606,-0.011845652,-0.016105538
DTX2,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
DTX3L,-0.012634521,-0.011778978,-0.014056017,-0.011847942,-0.016088443
DTX4,-0.012632741,-0.011777873,0.047993228,-0.011812996,-0.016094577
DTYMK,-0.012635388,-0.011775804,-0.014053547,-0.011845752,-0.01610524
DUOX1,-0.012635391,-0.0117758205,-0.014053614,-0.01184562,-0.016105598
DUOX2,-0.012635391,-0.0117758205,-0.014053614,-0.01184562,-0.016105596
DUOXA1,-0.012635391,-0.0117758205,-0.014053613,-0.01184562,-0.016105596
DUSP1,-0.01263475,-0.011773694,-0.014050328,-0.011850313,-0.016128602
DUSP10,-0.012635366,-0.011775884,-0.014053572,-0.011844375,-0.016104816
DUSP12,-0.012635388,-0.011775813,-0.0140536195,-0.011845413,-0.016105447
DUSP16,-0.012635396,-0.011775914,-0.014053577,-0.011846227,-0.01610465
DUSP19,-0.0126352785,-0.011775379,-0.0140523,-0.011848291,-0.016097246
DUSP2,-0.01263539,-0.011775804,-0.014053591,-0.011845625,-0.016105559
DUSP3,-0.012635536,-0.011778566,-0.014059545,-0.011843292,-0.016102869
DUSP4,-0.012636138,-0.011772329,-0.014062414,-0.011823282,-0.016163167
DUSP5,-0.012633371,-0.011784654,-0.014054782,-0.011868485,-0.004191543
DUSP6,-0.012635391,-0.011775846,-0.014053593,-0.011845757,-0.016105324
DUSP7,-0.012633456,-0.011782979,-0.014058443,-0.011854526,-0.016075643
DUSP8,-0.012635392,-0.011775729,-0.00973999,-0.011844401,-0.016106607
DUSP9,-0.005458382,-0.011784105,-0.014041328,-0.0119408425,-0.016032524
DUT,-0.012635392,-0.011775826,-0.014053624,-0.01184561,-0.016105607
DVL1,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
DVL2,-0.012635438,-0.0117767155,-0.014055546,-0.011844864,-0.016104702
DVL3,-0.012635199,-0.0117765535,-0.014053818,-0.011845783,-0.016096428
DYM,-0.012507202,-0.012246215,-0.013945707,-0.015732652,-0.010825463
DYNC1H1,-0.012635895,-0.011776213,-0.01405265,-0.011855709,-0.01610357
DYNC1I1,-0.0126537,-0.01177418,-0.013831862,-0.012832145,-0.017540004
DYNC1I2,-0.012635293,-0.011775262,-0.014052265,-0.011847439,-0.016100055
DYNC1LI1,-0.012634846,-0.01177768,-0.014055677,-0.011845265,-0.01609832
DYNC1LI2,-0.012635122,-0.011773201,-0.014046173,0.0008092265,-0.016194696
DYNC2LI1,-0.01263534,-0.01177555,-0.014052648,-0.01184687,-0.016102722
DYNLL1,-0.012635391,-0.011775827,-0.0140536055,-0.011845677,-0.016105505
DYNLL2,-0.0126355,-0.0117778955,-0.014058101,-0.011843854,-0.016103564
DYNLRB1,-0.012635389,-0.011775823,-0.014053597,-0.0118456865,-0.016105596
DYNLRB2,-0.012634745,-0.01175135,-0.014011315,-0.0020459173,-0.016376298
DYNLT1,-0.012636861,-0.011767687,-0.014054035,-0.011763967,-0.01629022
DYNLT3,0.036627796,-0.011782899,-0.01404759,-0.011921561,-0.016056769
DYRK1A,-0.01263584,-0.011772921,-0.014049952,-0.011854772,-0.016180838
DYRK1B,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
DYRK2,-0.012635391,-0.011775842,-0.014053599,-0.011845765,-0.016105369
DYRK4,-0.012635393,-0.011775867,-0.014053594,-0.011845907,-0.016105087
DYSF,-0.012635409,-0.01177364,-0.014051355,-0.011845617,-0.016099365
DZIP1,-0.012640867,-0.011744632,-0.014071323,-0.011261534,-0.01707241
DZIP3,-0.012631495,-0.011790073,-0.01406484,-0.011859852,-0.016044077
E2F1,-0.01263539,-0.011775822,-0.0140536,-0.011845673,-0.016105594
E2F2,-0.01263539,-0.011775809,-0.014053612,-0.011845555,-0.016105564
E2F3,-0.012635453,-0.011775478,-0.014053636,-0.011842312,-0.016113063
E2F4,-0.012635359,-0.011774777,-0.014051951,-0.011445252,-0.016116302
E2F5,-0.012635391,-0.011775596,-0.014054377,-0.011846469,-0.016108064
E2F6,-0.012635356,-0.011775793,-0.0140531715,-0.011847048,-0.016101426
E2F7,-0.012635391,-0.011775836,-0.014053599,-0.011845713,-0.016105417
E2F8,-0.012634442,-0.011777249,0.0005253012,-0.011792826,-0.016091133
E4F1,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
EAF1,-0.012635256,-0.011776225,-0.014054439,-0.0118442355,-0.016104536
EAF2,-0.012634402,-0.011779384,-0.014056624,-0.011847633,-0.016088044
EAPP,-0.012635274,-0.011777885,-0.014052011,-0.011869881,-0.0160813
EARS2,-0.012634555,-0.011780002,-0.014046028,0.042944647,-0.016355298
EBAG9,-0.01263571,-0.0117741795,-0.014057359,-0.011836299,-0.016130645
EBF1,-0.012627505,-0.011753775,-0.014014689,-0.011908626,-0.01632271
EBI3,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
EBNA1BP2,-0.01263539,-0.01177581,-0.014053614,-0.011845585,-0.016105551
EBP,0.035578016,-0.011781266,-0.014047108,-0.011903775,-0.01606393
ECD,-0.012631949,-0.011791124,-0.014057548,-0.011895561,0.00034832346
ECE1,-0.012635387,-0.011775723,-0.014053688,-0.011844841,-0.016105011
ECH1,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
ECHDC1,-0.012637101,-0.011766372,-0.014054138,-0.0117504345,-0.01632075
ECHDC2,-0.0126353875,-0.011775769,-0.014053635,-0.011845344,-0.016105339
ECHS1,-0.012635208,-0.011776128,-0.01405416,-0.011820214,-0.008746093
ECI1,-0.012634988,-0.011778717,-0.0140509,0.015859978,-0.016225604
ECI2,-0.012635759,-0.011773783,-0.0140537275,-0.01182542,-0.01615125
ECM1,-0.012635389,-0.011775792,-0.014053631,-0.011845481,-0.016105449
ECPAS,-0.012635301,0.0051029325,-0.014053667,-0.01184374,-0.016108122
ECSIT,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
ECT2,-0.01262971,-0.011797731,-0.014060214,-0.011852562,-0.015842296
EDA,0.21251594,-0.011853904,-0.013907446,-0.012782285,-0.015310489
EDA2R,0.021993766,-0.011785933,-0.01403441,-0.0119614145,-0.016006958
EDAR,-0.012635341,-0.011775286,-0.014052727,-0.011845764,-0.01610507
EDARADD,-0.012635185,-0.011776749,-0.014053177,-0.011838781,-0.016098725
EDC3,-0.01263539,-0.011775819,-0.014053609,-0.011845626,-0.01610559
EDC4,-0.01263521,-0.011776115,-0.014051294,-0.00088412524,-0.016159976
EDEM1,-0.012634905,-0.011776875,-0.014059579,-0.011829245,-0.01611019
EDEM3,-0.01263538,-0.011775817,-0.014053612,-0.011844973,-0.016105192
EDF1,-0.01263539,-0.011666603,-0.014053609,-0.011845615,-0.016105607
EDIL3,-0.012614781,-0.011706041,-0.013948174,-0.011991976,-0.01686455
EDN1,-0.012635526,-0.011775069,-0.014053649,-0.011838137,-0.016122526
EDN2,-0.012635389,-0.011775785,-0.014053636,-0.011845439,-0.01610542
EDN3,-0.012635381,-0.011775879,-0.014053459,-0.011846474,-0.01610567
EDNRA,-0.012636528,-0.011771751,-0.014055677,-0.011808204,-0.016160464
EDNRB,-0.012641008,-0.011746183,-0.014061085,-0.01147139,-0.01679017
EEA1,-0.012635393,-0.011775871,-0.01405358,-0.011845887,-0.016105063
EED,-0.012638969,-0.011770149,0.70571184,-0.011862595,-0.016129473
EEF1A1,-0.012635627,-0.011774503,-0.014053682,-0.011832391,-0.016135471
EEF1A2,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
EEF1B2,-0.012634804,-0.011770031,-0.014045508,-0.011841364,-0.016117945
EEF1D,-0.012635397,-0.011775769,-0.014053732,-0.011845514,-0.016106242
EEF1E1,-0.012636421,-0.011770122,-0.014053916,-0.011788562,-0.016234616
EEF1G,-0.012635155,-0.011778318,-0.005167506,-0.011846656,-0.016072627
EEF2,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
EEF2K,-0.012634456,-0.011781626,-0.014046329,0.05113579,-0.016384656
EEFSEC,-0.012631102,-0.0117917545,-0.014065143,-0.011856196,-0.01601002
EFEMP1,-0.012635396,-0.011775615,-0.014052847,-0.011846483,-0.016103907
EFEMP2,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
EFHC1,-0.012635923,-0.011772873,-0.014053772,-0.011816069,-0.016172385
EFHD2,-0.0126354,-0.01177576,-0.0140536865,-0.011844683,-0.01610568
EFNA1,-0.012635389,-0.011775781,-0.014053631,-0.011845511,-0.016105441
EFNA2,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
EFNA3,-0.01263539,-0.011775818,-0.014053616,-0.011845544,-0.01610554
EFNA4,-0.01263539,-0.011775818,-0.014053616,-0.011845518,-0.016105525
EFNA5,-0.012628306,-0.01174544,-0.014014654,-0.011873486,-0.016463133
EFNB1,-0.004882346,-0.011780781,-0.014046266,-0.011902928,-0.01606151
EFNB3,-0.012635464,-0.01177722,-0.014056635,-0.011844436,-0.016104206
EFTUD2,-0.012635525,-0.011778371,-0.014059126,-0.011843454,-0.01610308
EGF,-0.0126467515,-0.011738847,-0.014082084,-0.011399679,-0.016672581
EGFR,-0.012639074,-0.0117875,-0.013983998,-0.012253571,-0.016359452
EGLN1,-0.012635375,-0.011775827,-0.014053651,-0.011844584,-0.01610483
EGLN2,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
EGLN3,-0.012635408,-0.01177705,-0.014052548,-0.011860981,-0.01609155
EGR1,-0.012635025,-0.011773267,-0.014051158,-0.011843578,-0.01613843
EGR2,-0.012627776,-0.011807924,-0.014060556,-0.011844219,0.054398347
EGR4,-0.012635384,-0.011775593,-0.014053347,-0.011845483,-0.016105678
EHBP1,-0.012635349,-0.0117737865,-0.014049569,-0.011851739,-0.01608349
EHD1,-0.012635166,-0.011776506,-0.0005090395,-0.011849262,-0.016097264
EHD2,-0.01263539,-0.011775819,-0.014053608,-0.011845626,-0.01610559
EHD3,-0.012635351,-0.011775636,-0.014052899,-0.011846852,-0.016102295
EHD4,-0.012635391,-0.01177582,-0.01405361,-0.011845623,-0.016105594
EHHADH,-0.012634178,-0.01178042,-0.0140557885,-0.011847703,-0.016061554
EHMT1,-0.012635179,0.028079784,-0.014053747,-0.011841171,-0.016111575
EHMT2,-0.012635403,-0.011775747,-0.014053613,-0.011844922,-0.016107183
EID3,-0.012635391,-0.011775824,-0.014053606,-0.011845655,-0.016105538
